"District","facility","cluster","Month","Year","Incidence"
"Ntcheu","DHO","Biriwiri Health Centre","January","2018",314
"Ntcheu","DHO","Biriwiri Health Centre","February","2018",398
"Ntcheu","DHO","Biriwiri Health Centre","March","2018",482
"Ntcheu","DHO","Biriwiri Health Centre","April","2018",566
"Ntcheu","DHO","Biriwiri Health Centre","May","2018",651
"Ntcheu","DHO","Biriwiri Health Centre","June","2018",735
"Ntcheu","DHO","Biriwiri Health Centre","July","2018",819
"Ntcheu","DHO","Biriwiri Health Centre","August","2018",903
"Ntcheu","DHO","Biriwiri Health Centre","September","2018",988
"Ntcheu","DHO","Biriwiri Health Centre","October","2018",1072
"Ntcheu","DHO","Biriwiri Health Centre","November","2018",1156
"Ntcheu","DHO","Biriwiri Health Centre","December","2018",1240
"Blantyre","DHO","Blantyre Adventist Hospital","January","2019",80
"Blantyre","DHO","Blantyre Adventist Hospital","March","2019",76
"Blantyre","DHO","Blantyre Adventist Hospital","June","2019",71
"Blantyre","DHO","Blantyre Adventist Hospital","July","2019",66
"Blantyre","DHO","Blantyre Adventist Hospital","August","2019",62
"Blantyre","DHO","Blantyre Adventist Hospital","October","2019",57
"Blantyre","DHO","Blantyre Adventist Hospital","November","2019",52
"Blantyre","DHO","Blantyre Adventist Hospital","January","2018",48
"Blantyre","DHO","Blantyre Adventist Hospital","February","2018",43
"Blantyre","DHO","Blantyre Adventist Hospital","March","2018",38
"Blantyre","DHO","Blantyre Adventist Hospital","April","2018",34
"Blantyre","DHO","Blantyre Adventist Hospital","May","2018",29
"Blantyre","DHO","Blantyre Adventist Hospital","June","2018",24
"Blantyre","DHO","Blantyre Adventist Hospital","July","2018",20
"Blantyre","DHO","Blantyre Adventist Hospital","August","2018",15
"Blantyre","DHO","Blantyre City Assembly Clinic","March","2019",10
"Blantyre","DHO","Blantyre City Assembly Clinic","April","2019",5
"Blantyre","DHO","Blantyre City Assembly Clinic","June","2019",9
"Blantyre","DHO","Blantyre City Assembly Clinic","July","2019",4
"Blantyre","DHO","Blantyre City Assembly Clinic","August","2019",1
"Blantyre","DHO","Blantyre City Assembly Clinic","September","2019",1
"Blantyre","DHO","Blantyre City Assembly Clinic","November","2019",2
"Blantyre","DHO","Blantyre City Assembly Clinic","December","2019",1
"Blantyre","DHO","Blantyre City Assembly Clinic","January","2018",10
"Blantyre","DHO","Blantyre City Assembly Clinic","March","2018",19
"Blantyre","DHO","Blantyre City Assembly Clinic","April","2018",28
"Blantyre","DHO","Blantyre City Assembly Clinic","May","2018",36
"Blantyre","DHO","Blantyre City Assembly Clinic","June","2018",45
"Blantyre","DHO","Blantyre City Assembly Clinic","July","2018",53
"Blantyre","DHO","Blantyre DHO Mobile Clinic","January","2019",62
"Blantyre","DHO","Blantyre DHO Mobile Clinic","February","2019",65
"Blantyre","DHO","Blantyre DHO Mobile Clinic","April","2019",146
"Blantyre","DHO","Blantyre DHO Mobile Clinic","May","2019",75
"Blantyre","DHO","Blantyre DHO Mobile Clinic","June","2019",159
"Blantyre","DHO","Blantyre DHO Mobile Clinic","January","2018",2190
"Blantyre","DHO","Blantyre DHO Mobile Clinic","March","2018",4066
"Blantyre","DHO","Blantyre DHO Mobile Clinic","April","2018",5942
"Blantyre","DHO","Blantyre DHO Mobile Clinic","May","2018",7818
"Blantyre","DHO","Blantyre DHO Mobile Clinic","July","2018",9694
"Blantyre","DHO","Blantyre DHO Mobile Clinic","August","2018",11570
"Blantyre","DHO","Blantyre DHO Mobile Clinic","September","2018",13446
"Blantyre","DHO","Blantyre DHO Mobile Clinic","October","2018",15322
"Blantyre","DHO","Blantyre DHO Mobile Clinic","November","2018",17198
"Blantyre","DHO","Blantyre-DHO","January","2019",19475
"Blantyre","DHO","Blantyre-DHO","February","2019",14728
"Blantyre","DHO","Blantyre-DHO","March","2019",36814
"Blantyre","DHO","Blantyre-DHO","April","2019",33495
"Blantyre","DHO","Blantyre-DHO","May","2019",30421
"Blantyre","DHO","Blantyre-DHO","June","2019",20726
"Blantyre","DHO","Blantyre-DHO","July","2019",14329
"Blantyre","DHO","Blantyre-DHO","August","2019",17809
"Blantyre","DHO","Blantyre-DHO","September","2019",16092
"Blantyre","DHO","Blantyre-DHO","October","2019",13503
"Blantyre","DHO","Blantyre-DHO","November","2019",15603
"Blantyre","DHO","Blantyre-DHO","December","2019",20639
"Blantyre","DHO","Blantyre-DHO","January","2018",18269
"Blantyre","DHO","Blantyre-DHO","February","2018",16466
"Blantyre","DHO","Blantyre-DHO","March","2018",14663
"Blantyre","DHO","Blantyre-DHO","April","2018",12860
"Blantyre","DHO","Blantyre-DHO","May","2018",11057
"Blantyre","DHO","Blantyre-DHO","June","2018",9255
"Blantyre","DHO","Blantyre-DHO","July","2018",7452
"Blantyre","DHO","Blantyre-DHO","August","2018",5649
"Blantyre","DHO","Blantyre-DHO","September","2018",3846
"Blantyre","DHO","Blantyre-DHO","October","2018",2021
"Blantyre","DHO","Blantyre-DHO","November","2018",201
"Blantyre","DHO","Blantyre-DHO","December","2018",1999
"Lilongwe","DHO","Blessings Hospital","February","2019",12
"Lilongwe","DHO","Blessings Hospital","March","2019",24
"Lilongwe","DHO","Blessings Hospital","May","2019",36
"Lilongwe","DHO","Blessings Hospital","June","2019",48
"Lilongwe","DHO","Blessings Hospital","July","2019",60
"Lilongwe","DHO","Blessings Hospital","August","2019",23
"Lilongwe","DHO","Blessings Hospital","September","2019",8
"Lilongwe","DHO","Blessings Hospital","October","2019",40
"Lilongwe","DHO","Blessings Hospital","November","2019",44
"Lilongwe","DHO","Blessings Hospital","December","2019",116
"Lilongwe","DHO","Blessings Hospital","March","2018",125
"Lilongwe","DHO","Blessings Hospital","April","2018",133
"Lilongwe","DHO","Blessings Hospital","May","2018",142
"Lilongwe","DHO","Blessings Hospital","June","2018",151
"Lilongwe","DHO","Blessings Hospital","July","2018",159
"Lilongwe","DHO","Blessings Hospital","August","2018",168
"Lilongwe","DHO","Blessings Hospital","September","2018",177
"Lilongwe","DHO","Blessings Hospital","October","2018",186
"Lilongwe","DHO","Blessings Hospital","December","2018",194
"Rumphi","DHO","Bolero Rural Hospital","January","2019",409
"Rumphi","DHO","Bolero Rural Hospital","February","2019",191
"Rumphi","DHO","Bolero Rural Hospital","March","2019",139
"Rumphi","DHO","Bolero Rural Hospital","April","2019",282
"Rumphi","DHO","Bolero Rural Hospital","May","2019",653
"Rumphi","DHO","Bolero Rural Hospital","June","2019",366
"Rumphi","DHO","Bolero Rural Hospital","July","2019",111
"Rumphi","DHO","Bolero Rural Hospital","August","2019",50
"Rumphi","DHO","Bolero Rural Hospital","September","2019",64
"Rumphi","DHO","Bolero Rural Hospital","October","2019",38
"Rumphi","DHO","Bolero Rural Hospital","November","2019",47
"Rumphi","DHO","Bolero Rural Hospital","December","2019",146
"Rumphi","DHO","Bolero Rural Hospital","January","2018",158
"Rumphi","DHO","Bolero Rural Hospital","February","2018",173
"Rumphi","DHO","Bolero Rural Hospital","March","2018",187
"Rumphi","DHO","Bolero Rural Hospital","April","2018",201
"Rumphi","DHO","Bolero Rural Hospital","May","2018",216
"Rumphi","DHO","Bolero Rural Hospital","June","2018",230
"Rumphi","DHO","Bolero Rural Hospital","July","2018",244
"Rumphi","DHO","Bolero Rural Hospital","August","2018",259
"Rumphi","DHO","Bolero Rural Hospital","September","2018",273
"Rumphi","DHO","Bolero Rural Hospital","October","2018",290
"Rumphi","DHO","Bolero Rural Hospital","November","2018",308
"Rumphi","DHO","Bolero Rural Hospital","December","2018",325
"Mulanje","DHO","Bondo Health Centre","January","2019",1225
"Mulanje","DHO","Bondo Health Centre","February","2019",1254
"Mulanje","DHO","Bondo Health Centre","March","2019",877
"Mulanje","DHO","Bondo Health Centre","April","2019",1054
"Mulanje","DHO","Bondo Health Centre","May","2019",1257
"Mulanje","DHO","Bondo Health Centre","June","2019",655
"Mulanje","DHO","Bondo Health Centre","July","2019",912
"Mulanje","DHO","Bondo Health Centre","August","2019",817
"Mulanje","DHO","Bondo Health Centre","September","2019",827
"Mulanje","DHO","Bondo Health Centre","October","2019",1022
"Mulanje","DHO","Bondo Health Centre","November","2019",1580
"Mulanje","DHO","Bondo Health Centre","December","2019",2925
"Mulanje","DHO","Bondo Health Centre","January","2018",2551
"Mulanje","DHO","Bondo Health Centre","February","2018",2394
"Mulanje","DHO","Bondo Health Centre","March","2018",2236
"Mulanje","DHO","Bondo Health Centre","April","2018",2079
"Mulanje","DHO","Bondo Health Centre","May","2018",1922
"Mulanje","DHO","Bondo Health Centre","June","2018",1764
"Mulanje","DHO","Bondo Health Centre","July","2018",1607
"Mulanje","DHO","Bondo Health Centre","August","2018",1450
"Mulanje","DHO","Bondo Health Centre","September","2018",1292
"Mulanje","DHO","Bondo Health Centre","October","2018",1135
"Mulanje","DHO","Bondo Health Centre","November","2018",978
"Mulanje","DHO","Bondo Health Centre","December","2018",820
"Dowa","DHO","Bowe Health Centre","January","2019",1559
"Dowa","DHO","Bowe Health Centre","February","2019",1333
"Dowa","DHO","Bowe Health Centre","March","2019",1494
"Dowa","DHO","Bowe Health Centre","April","2019",1535
"Dowa","DHO","Bowe Health Centre","May","2019",11321
"Dowa","DHO","Bowe Health Centre","June","2019",1042
"Dowa","DHO","Bowe Health Centre","July","2019",427
"Dowa","DHO","Bowe Health Centre","August","2019",175
"Dowa","DHO","Bowe Health Centre","September","2019",234
"Dowa","DHO","Bowe Health Centre","October","2019",372
"Dowa","DHO","Bowe Health Centre","November","2019",251
"Dowa","DHO","Bowe Health Centre","December","2019",0
"Dowa","DHO","Bowe Health Centre","January","2018",191
"Dowa","DHO","Bowe Health Centre","February","2018",334
"Dowa","DHO","Bowe Health Centre","March","2018",477
"Dowa","DHO","Bowe Health Centre","April","2018",620
"Dowa","DHO","Bowe Health Centre","May","2018",764
"Dowa","DHO","Bowe Health Centre","June","2018",907
"Dowa","DHO","Bowe Health Centre","July","2018",1050
"Dowa","DHO","Bowe Health Centre","August","2018",1193
"Dowa","DHO","Bowe Health Centre","September","2018",1337
"Dowa","DHO","Bowe Health Centre","October","2018",1480
"Dowa","DHO","Bowe Health Centre","November","2018",1623
"Dowa","DHO","Bowe Health Centre","December","2018",1766
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","January","2019",482
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","February","2019",330
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","March","2019",302
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","April","2019",456
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","May","2019",319
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","June","2019",350
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","July","2019",479
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","August","2019",991
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","September","2019",1401
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","October","2019",1889
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","November","2019",1032
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","December","2019",317
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","January","2018",296
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","February","2018",274
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","March","2018",253
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","April","2018",232
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","May","2018",210
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","June","2018",189
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","July","2018",168
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","August","2018",147
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","September","2018",125
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","October","2018",104
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","November","2018",83
"Nkhotakota","DHO","Bua Health Center (Nkhotakota)","December","2018",61
"Kasungu","DHO","Bua Health Centre (Kasungu)","January","2019",908
"Kasungu","DHO","Bua Health Centre (Kasungu)","February","2019",647
"Kasungu","DHO","Bua Health Centre (Kasungu)","March","2019",1110
"Kasungu","DHO","Bua Health Centre (Kasungu)","April","2019",1396
"Kasungu","DHO","Bua Health Centre (Kasungu)","May","2019",940
"Kasungu","DHO","Bua Health Centre (Kasungu)","June","2019",570
"Kasungu","DHO","Bua Health Centre (Kasungu)","July","2019",230
"Kasungu","DHO","Bua Health Centre (Kasungu)","August","2019",140
"Kasungu","DHO","Bua Health Centre (Kasungu)","September","2019",162
"Kasungu","DHO","Bua Health Centre (Kasungu)","October","2019",273
"Kasungu","DHO","Bua Health Centre (Kasungu)","November","2019",303
"Kasungu","DHO","Bua Health Centre (Kasungu)","December","2019",446
"Kasungu","DHO","Bua Health Centre (Kasungu)","January","2018",459
"Kasungu","DHO","Bua Health Centre (Kasungu)","February","2018",481
"Kasungu","DHO","Bua Health Centre (Kasungu)","March","2018",502
"Kasungu","DHO","Bua Health Centre (Kasungu)","April","2018",523
"Kasungu","DHO","Bua Health Centre (Kasungu)","May","2018",544
"Kasungu","DHO","Bua Health Centre (Kasungu)","June","2018",566
"Kasungu","DHO","Bua Health Centre (Kasungu)","July","2018",587
"Kasungu","DHO","Bua Health Centre (Kasungu)","August","2018",608
"Kasungu","DHO","Bua Health Centre (Kasungu)","September","2018",629
"Kasungu","DHO","Bua Health Centre (Kasungu)","October","2018",650
"Kasungu","DHO","Bua Health Centre (Kasungu)","November","2018",672
"Kasungu","DHO","Bua Health Centre (Kasungu)","December","2018",693
"Nkhata","Bay","Bula Health Centre","January","2019",597
"Nkhata","Bay","Bula Health Centre","February","2019",542
"Nkhata","Bay","Bula Health Centre","March","2019",583
"Nkhata","Bay","Bula Health Centre","April","2019",621
"Nkhata","Bay","Bula Health Centre","May","2019",457
"Nkhata","Bay","Bula Health Centre","June","2019",151
"Nkhata","Bay","Bula Health Centre","July","2019",87
"Nkhata","Bay","Bula Health Centre","August","2019",86
"Nkhata","Bay","Bula Health Centre","September","2019",92
"Nkhata","Bay","Bula Health Centre","October","2019",181
"Nkhata","Bay","Bula Health Centre","November","2019",329
"Nkhata","Bay","Bula Health Centre","December","2019",658
"Nkhata","Bay","Bula Health Centre","January","2018",657
"Nkhata","Bay","Bula Health Centre","February","2018",656
"Nkhata","Bay","Bula Health Centre","March","2018",654
"Nkhata","Bay","Bula Health Centre","April","2018",653
"Nkhata","Bay","Bula Health Centre","May","2018",652
"Nkhata","Bay","Bula Health Centre","June","2018",651
"Nkhata","Bay","Bula Health Centre","July","2018",649
"Nkhata","Bay","Bula Health Centre","August","2018",648
"Nkhata","Bay","Bula Health Centre","September","2018",647
"Nkhata","Bay","Bula Health Centre","October","2018",646
"Nkhata","Bay","Bula Health Centre","November","2018",644
"Nkhata","Bay","Bula Health Centre","December","2018",643
"Mzimba","South","Bulala Health Centre","January","2019",445
"Mzimba","South","Bulala Health Centre","February","2019",404
"Mzimba","South","Bulala Health Centre","March","2019",819
"Mzimba","South","Bulala Health Centre","April","2019",1091
"Mzimba","South","Bulala Health Centre","May","2019",1328
"Mzimba","South","Bulala Health Centre","June","2019",1104
"Mzimba","South","Bulala Health Centre","July","2019",455
"Mzimba","South","Bulala Health Centre","August","2019",175
"Mzimba","South","Bulala Health Centre","September","2019",47
"Mzimba","South","Bulala Health Centre","October","2019",162
"Mzimba","South","Bulala Health Centre","November","2019",147
"Mzimba","South","Bulala Health Centre","December","2019",79
"Mzimba","South","Bulala Health Centre","January","2018",337
"Mzimba","South","Bulala Health Centre","February","2018",341
"Mzimba","South","Bulala Health Centre","March","2018",346
"Mzimba","South","Bulala Health Centre","April","2018",350
"Mzimba","South","Bulala Health Centre","May","2018",355
"Mzimba","South","Bulala Health Centre","June","2018",359
"Mzimba","South","Bulala Health Centre","July","2018",524
"Mzimba","South","Bulala Health Centre","August","2018",187
"Mzimba","South","Bulala Health Centre","September","2018",82
"Mzimba","South","Bulala Health Centre","October","2018",71
"Mzimba","South","Bulala Health Centre","November","2018",53
"Mzimba","South","Bulala Health Centre","December","2018",57
"Lilongwe","DHO","Bunda Clinic","January","2019",203
"Lilongwe","DHO","Bunda Clinic","February","2019",246
"Lilongwe","DHO","Bunda Clinic","March","2019",397
"Lilongwe","DHO","Bunda Clinic","April","2019",224
"Lilongwe","DHO","Bunda Clinic","July","2019",91
